,PO_ID,Current Status,Relevant Timestamp,Days,Days Bucket,Delays,Delays Bucket,Today_Target_delay,Today_Target_delay Bucket
1754,PO375217NETF-0000082,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1755,PO375313DONB-0000631,09. Under Production,,On-Track,On-Track,Missing,Missing,-22,On-Track
1756,PO375333HYDB - 0002231,22. Non FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1757,PO375333HYDB - 0001954,22. Non FOB Pickup Pending,,3,01-03,Missing,Missing,3,01-03
1758,PO375346KNIT-0000061,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
1759,PO375410PXPR-0000906,24. Mark In-Transit Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1760,PO377189BEBA-0000242,18. FFW Booking Missing,-3.0,4,04-08,-3.0,On-Track,4,04-08
1761,PO377189BEBA-0000344,18. FFW Booking Missing,-3.0,4,04-08,-3.0,On-Track,4,04-08
1762,PO377217EDOU-0000071,11. IM Sign-Off Pending,,3,01-03,Missing,Missing,3,01-03
1763,PO377234HAPL-0000161,09. Under Production,,On-Track,On-Track,Missing,Missing,-17,On-Track
1764,PO377355PXIN-00014910,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1765,PO377367PXPR-0002693,06. Packaging Pending,,13,09-15,Missing,Missing,13,09-15
1766,PO377375PXPR-0000393,10. PRD Confirmation Pending,,2,01-03,Missing,Missing,2,01-03
1767,PO377398PXWE-0001842,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1768,PO374196PXIN-0001647,18. FFW Booking Missing,-3.0,3,01-03,-3.0,On-Track,3,01-03
1769,PO374229PXPX-0000093,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1770,PO374370KIDZ-0002831,11. IM Sign-Off Pending,,3,01-03,Missing,Missing,3,01-03
1771,PO374441PXSA-00021748,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1772,PO375295BEBA-0000253,24. Mark In-Transit Pending,,8,04-08,Missing,Missing,8,04-08
1773,PO375297BEGR-0000611,26. BL Payment Pending - In Transit,,6,04-08,Missing,Missing,6,04-08
1774,PO375321HAPL-0000271,22. Non FOB Pickup Pending,,4,04-08,Missing,Missing,4,04-08
1775,PO375336HYDB - 0002111,22. Non FOB Pickup Pending,,3,01-03,Missing,Missing,3,01-03
1776,PO375343KIDZ-0000931,22. Non FOB Pickup Pending,,3,01-03,Missing,Missing,3,01-03
1777,PO375392PXIN-0001156,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
1778,PO375396PXIP-0002121,28. Telex Release Pending,,4,04-08,Missing,Missing,4,04-08
1779,PO375422PXWE-0001741,24. Mark In-Transit Pending,,6,04-08,Missing,Missing,6,04-08
1780,PO3771662LBD-0001581,13. Batch Creation Pending,,On-Track,On-Track,Missing,Missing,-4,On-Track
1781,PO377180BAMO-0002001,06. Packaging Pending,,13,09-15,Missing,Missing,13,09-15
1782,PO377198BOLT-0012761,09. Under Production,,On-Track,On-Track,Missing,Missing,-34,On-Track
1783,PO377214DONB-0000622,09. Under Production,,On-Track,On-Track,Missing,Missing,-58,On-Track
1784,PO377218EDOU-0000761,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1785,PO377245HYDB-0004643,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
1786,PO377294PLEM-0000072,11. IM Sign-Off Pending,,1,01-03,Missing,Missing,1,01-03
1787,PO377314PROB-0000432,09. Under Production,,On-Track,On-Track,Missing,Missing,-24,On-Track
1788,PO377317PROB-0000472,09. Under Production,,On-Track,On-Track,Missing,Missing,-24,On-Track
1789,PO377336PXFH-0000031,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
1790,PO377353PXIN-0001104,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1791,PO377353PXIN-00013810,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1792,PO377353PXIN-00003713,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1793,PO377362PXKE-0000991,14. SM Sign-Off Pending,,8,04-08,Missing,Missing,8,04-08
1794,PO377375PXPR-0000191,10. PRD Confirmation Pending,,2,01-03,Missing,Missing,2,01-03
1795,PO377401PXWE-0000763,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1796,PO3606002WAY-0000164,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1797,PO363699GOER-0003883,11. IM Sign-Off Pending,-2.0,1,1,-2.0,On-Track,4,04-08
1798,PO365802DONB-0000974,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-10,On-Track
1799,PO365967HAMI-00046353,10. PRD Confirmation Pending,,1,1,Missing,Missing,350,15+
1800,PO366066JTJS-00002928,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1801,PO366103KITC-0000093,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1802,PO370757TOPR-0003341,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1803,PO371934M2B2-1001251,13. Batch Creation Pending,,Missing,Missing,Missing,Missing,2,01-03
1804,PO372330AMZY-0001672,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1805,PO372343BAMO-00016810,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1806,PO372373BOLT-00112864,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
1807,PO372373BOLT-00108290,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1808,PO372373BOLT-001058124,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1809,PO372434HAPP-0000301,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1810,PO372477KIDZ-00023512,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-4,On-Track
1811,PO372515PINO_0000151,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1812,PO372535PROB-0000197,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1813,PO372537PROB-0000041,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1814,PO372600PXIN-00010723,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
1815,PO372609PXKE-0000092,28. Telex Release Pending,,2,01-03,Missing,Missing,2,01-03
1816,PO373872DAZM-0000429,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1817,PO373872DAZM-00004210,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1818,PO373983BAMO-0001648,19. Supplier Pickup Date Pending,2.0,On track,On track,2.0,01-03,9,09-15
1819,PO374011BRUN-0003421,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1820,PO374083KETT-0000534,28. Telex Release Pending,-1.0,6,04-08,-1.0,On-Track,6,04-08
1821,PO374098KNIT-0000062,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-3,On-Track
1822,PO374138PROB-0000423,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-24,On-Track
1823,PO374147PROB-0001921,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1824,PO374196PXIN-00011512,18. FFW Booking Missing,-3.0,3,01-03,-3.0,On-Track,3,01-03
1825,PO374229PXPX-0001066,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1826,PO374250ROLA-0000402,23. INB Creation Pending,,4,04-08,Missing,Missing,4,04-08
1827,PO374367BAMO-0002824,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
1828,PO375204HYDB - 0002603,28. Telex Release Pending,,4,04-08,Missing,Missing,4,04-08
1829,PO375211PROB-0001782,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1830,PO375214PROB-0000461,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1831,PO375232NETF-0000851,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1832,PO375285BAMO-0002211,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
1833,PO375327HIGH-00003316,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1834,PO375351LUMA-0001201,16. CI Payment Pending,,On-Track,On-Track,Missing,Missing,-5,On-Track
1835,PO375391PXHP-0000172,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1836,PO375430SIGN-000931,24. Mark In-Transit Pending,,7,04-08,Missing,Missing,7,04-08
1837,PO375444WWAF-0002111,18. FFW Booking Missing,-3.0,3,01-03,-3.0,On-Track,3,01-03
1838,PO375448YIDB-0000774,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-20,On-Track
1839,PO375466GOER-0002132,23. INB Creation Pending,,5,04-08,Missing,Missing,5,04-08
1840,PO377198BOLT-0012927,09. Under Production,,On-Track,On-Track,Missing,Missing,-34,On-Track
1841,PO377198BOLT-0012159,09. Under Production,,On-Track,On-Track,Missing,Missing,-34,On-Track
1842,PO377307PRCH-0001341,01. PO Approval Pending,-1.0,25,15+,-1.0,On-Track,25,15+
1843,PO377331PXCR-0000031,11. IM Sign-Off Pending,,1,01-03,Missing,Missing,1,01-03
1844,PO377337PXFL-0000142,12. Ready for Batching Pending,,4,04-08,Missing,Missing,4,04-08
1845,PO377353PXIN-0000513,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1846,PO377353PXIN-00011620,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1847,PO377355PXIN-0000816,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1848,PO377403ROLA-0000141,09. Under Production,,On-Track,On-Track,Missing,Missing,-14,On-Track
1849,PO377795PXWE-0000691,02. Supplier Confirmation Pending,,5,04-08,Missing,Missing,5,04-08
1850,PO377281MOUN-0000381,05. PI Payment Pending,,3,01-03,Missing,Missing,3,01-03
1851,PO377304POWR-0006721,09. Under Production,,On-Track,On-Track,Missing,Missing,-5,On-Track
1852,PO377304POWR-0004494,09. Under Production,,On-Track,On-Track,Missing,Missing,-5,On-Track
1853,PO377320PXAB-0000221,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
1854,PO377353PXIN-00011817,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1855,PO377387PXPX-0006531,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
1856,PO377397PXWE-0001761,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1857,PO377410SLOK-0000071,09. Under Production,,On-Track,On-Track,Missing,Missing,-17,On-Track
1858,PO357619BEBA-0000305,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1859,PO359395M2B4-10007559,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
1860,PO363613AMZY-0000604,18. FFW Booking Missing,,On-Track,On-Track,Missing,Missing,-1,On-Track
1861,PO365647BOLT-0000246,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1862,PO365669BOTO-0000054,10. PRD Confirmation Pending,,1,1,Missing,Missing,365,15+
1863,PO365947HALL-00002611,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1864,PO366997PXPX-0006381,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1865,PO369340WINB-0000103,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1866,PO370998YIDB-0001448,32. Dispute - PO Closing Pending,,85,15+,Missing,Missing,85,15+
1867,PO371092BAMO-0001768,32. Dispute - PO Closing Pending,,27,15+,Missing,Missing,27,15+
1868,PO371917KETT-0000797,20. Pre Pickup Check,,3,01-03,Missing,Missing,3,01-03
1869,PO372369BLAC-0002106,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1870,PO372373BOLT-0013201,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
1871,PO372373BOLT-00106828,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1872,PO372373BOLT-00114279,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1873,PO372373BOLT-00125197,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
1874,PO372395DONB-00023913,26. BL Payment Pending - In Transit,,1,01-03,Missing,Missing,1,01-03
1875,PO372486KNIT-0000073,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1876,PO372600PXIN-00008127,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
1877,PO372680REGA-0000661,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1878,PO372759HIGH-0000411,20. Pre Pickup Check,,6,04-08,Missing,Missing,6,04-08
1879,PO373638BOLT-0000053,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1880,PO373679TRIB-0000631,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1881,PO374084KETT-00012714,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
1882,PO374089KIDZ-0000541,28. Telex Release Pending,,5,04-08,Missing,Missing,5,04-08
1883,PO374134PRCH-0000021,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1884,PO374144PROB-0000091,16. CI Payment Pending,,4,04-08,Missing,Missing,4,04-08
1885,PO374146PROB-0000481,28. Telex Release Pending,-14.0,On-Track,On-Track,-14.0,On-Track,-7,On-Track
1886,PO374146PROB-0001927,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1887,PO374222PXPX-0004941,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1888,PO375165NOES-0002481,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-6,On-Track
1889,PO375166CHIL-0001124,28. Telex Release Pending,,5,04-08,Missing,Missing,5,04-08
1890,PO375311DONB-0001366,22. Non FOB Pickup Pending,,1,01-03,Missing,Missing,1,01-03
1891,PO375362PINO_0000051,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-20,On-Track
1892,PO375392PXIN-0000118,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
1893,PO375416PXPX-0000081,23. INB Creation Pending,,3,01-03,Missing,Missing,3,01-03
1894,PO375435STEAD-0000071,16. CI Payment Pending,,6,04-08,Missing,Missing,6,04-08
1895,PO375438TRAN_0000041,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-20,On-Track
1896,PO375484BEGR-0003378,10. PRD Confirmation Pending,,15,09-15,Missing,Missing,15,09-15
1897,PO377184BAMO-0001691,09. Under Production,,On-Track,On-Track,Missing,Missing,-19,On-Track
1898,PO377220ENNO-0000101,12. Ready for Batching Pending,,6,04-08,Missing,Missing,6,04-08
1899,PO377272LIGH-0000084,05. PI Payment Pending,,6,04-08,Missing,Missing,6,04-08
1900,PO377322PXAY-0000031,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1901,PO377353PXIN-00003318,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1902,PO377385PXPX-0000111,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
1903,PO377424VIIR_0000201,10. PRD Confirmation Pending,,1,01-03,Missing,Missing,1,01-03
1904,PO377425VIIR-0000551,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
1905,PO377442YIDB-0001591,05. PI Payment Pending,,8,04-08,Missing,Missing,8,04-08
1906,PO374084KETT-0001168,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
1907,PO374174PXFU-00016314,23. INB Creation Pending,,1,01-03,Missing,Missing,1,01-03
1908,PO374229PXPX-0000849,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1909,PO374292GOER-0002871,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-24,On-Track
1910,PO374369BAMO-0002552,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1911,PO374372PXCR-0000473,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1912,PO374441PXSA-0001451,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1913,PO374441PXSA-0000743,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1914,PO374441PXSA-00006813,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1915,PO375279AMZY-0000891,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1916,PO375320HAMI-0004871,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1917,PO375444WWAF-00021323,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1918,PO377180BAMO-0002333,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
1919,PO377275LUMA-00000720,05. PI Payment Pending,,8,04-08,Missing,Missing,8,04-08
1920,PO377287OFFI-0000201,03. PI Upload Pending,,5,04-08,Missing,Missing,5,04-08
1921,PO377305PRCH-0001481,09. Under Production,,On-Track,On-Track,Missing,Missing,-11,On-Track
1922,PO377319PROB-0000472,09. Under Production,,On-Track,On-Track,Missing,Missing,-24,On-Track
1923,PO377330PXCR-0000164,11. IM Sign-Off Pending,,1,01-03,Missing,Missing,1,01-03
1924,PO377353PXIN-0001888,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1925,PO377385PXPX-0006592,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
1926,PO377397PXWE-0001822,B. Compliance Blocked,Status B,Missing,Missing,,Missing,Missing,Missing
1927,PO377441WWAF-00003118,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
1928,PO356104HKGA-0000047,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1929,PO359395M2B4-00040434,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
1930,PO365581ATLA-00002411,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1931,PO365583ATLA-0000121,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1932,PO366474YIDB-0000053,10. PRD Confirmation Pending,,1,1,Missing,Missing,380,15+
1933,PO367589BOLT-0000462,22. Non FOB Pickup Pending,,5,04-08,Missing,Missing,5,04-08
1934,PO371001PXPX-0000924,32. Dispute - PO Closing Pending,,9,09-15,Missing,Missing,9,09-15
1935,PO371026BRUN-0003141,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1936,PO371113PXBR-0000072,32. Dispute - PO Closing Pending,,59,15+,Missing,Missing,59,15+
1937,PO371894GRAC-0006653,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1938,PO371917KETT-0000626,20. Pre Pickup Check,,3,01-03,Missing,Missing,3,01-03
1939,PO3723182WAY-0000831,32. Dispute - PO Closing Pending,,27,15+,Missing,Missing,27,15+
1940,PO372373BOLT-00119478,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1941,PO372373BOLT-001073123,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1942,PO372373BOLT-001251126,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1943,PO372373BOLT-001049135,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1944,PO372373BOLT-001329138,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1945,PO372500MOUN-0000251,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1946,PO372543PROB-0000481,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1947,PO372559PXBW-0000016,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-5,On-Track
1948,PO372600PXIN-00016412,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
1949,PO372600PXIN-00016922,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
1950,PO372738GOER-0002963,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-1,On-Track
1951,PO373233BEBA-0000243,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-16,On-Track
1952,PO373233BEBA-0000354,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-16,On-Track
1953,PO373249DONB-0001422,26. BL Payment Pending - In Transit,-7.0,5,04-08,-7.0,On-Track,5,04-08
1954,PO373363REGA-0000661,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1955,PO373370TAST-0000011,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-1,On-Track
1956,PO373869ENOV-0000912,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1957,PO373990BARV-0000153,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1958,PO374010BRUN-00022410,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1959,PO374165PXCR-0000011,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-4,On-Track
1960,PO374167PXCR-0000042,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1961,PO374209PXPO-0000021,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1962,PO374251ROLA-0000141,23. INB Creation Pending,,6,04-08,Missing,Missing,6,04-08
1963,PO374314BEGR-00046612,10. PRD Confirmation Pending,,30,15+,Missing,Missing,30,15+
1964,PO374365BAMO-0002701,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
1965,PO374367BAMO-0002721,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
1966,PO374875PXWE-0001524,24. Mark In-Transit Pending,,6,04-08,Missing,Missing,6,04-08
1967,PO375170BANA-0000961,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1968,PO375210PROB-0000451,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1969,PO374276WHOL-0003723,24. Mark In-Transit Pending,,3,01-03,Missing,Missing,3,01-03
1970,PO374287YIDB-0001442,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-20,On-Track
1971,PO374441PXSA-0001602,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1972,PO374441PXSA-00030240,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1973,PO375311DONB-0001323,22. Non FOB Pickup Pending,,1,01-03,Missing,Missing,1,01-03
1974,PO375392PXIN-0000277,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
1975,PO375396PXIP-0001603,28. Telex Release Pending,,4,04-08,Missing,Missing,4,04-08
1976,PO375401PXPI-0000011,24. Mark In-Transit Pending,,6,04-08,Missing,Missing,6,04-08
1977,PO375419PXTR-0000011,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-6,On-Track
1978,PO375424PXWE-0000361,21. FOB Pickup Pending,,2,01-03,Missing,Missing,2,01-03
1979,PO375484BEGR-0002985,10. PRD Confirmation Pending,,15,09-15,Missing,Missing,15,09-15
1980,PO377214DONB-0000826,09. Under Production,,On-Track,On-Track,Missing,Missing,-58,On-Track
1981,PO377230GRIP-0000091,05. PI Payment Pending,,7,04-08,Missing,Missing,7,04-08
1982,PO377258JEWE-0002933,09. Under Production,,On-Track,On-Track,Missing,Missing,-24,On-Track
1983,PO377450GOER-0002484,09. Under Production,,On-Track,On-Track,Missing,Missing,-29,On-Track
1984,PO359395M2B4-10007694,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1985,PO365581ATLA-0000144,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1986,PO365674BRUN-0005106,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1987,PO365674BRUN-00031811,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1988,PO365798DONB-0000675,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-13,On-Track
1989,PO366068JTJS-00002935,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1990,PO366273REGA-00000838,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1991,PO366997PXPX-0006372,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1992,PO367473TOOL-00000124,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1993,PO367477TOOL-0000031,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1994,PO370027PXGY-0000021,11. IM Sign-Off Pending,,1,1,Missing,Missing,4,04-08
1995,PO371932M2B1-1006735,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1996,PO371932M2B1-1001087,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1997,PO371972PXCR-0000145,32. Dispute - PO Closing Pending,,13,09-15,Missing,Missing,13,09-15
1998,PO372343BAMO-0001641,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1999,PO372373BOLT-0011674,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
2000,PO372373BOLT-0011239,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
2001,PO372373BOLT-00113020,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
2002,PO372373BOLT-001271130,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
2003,PO372373BOLT-001106153,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
2004,PO372456IFAN-0000102,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2005,PO372556PXBE-0000012,30. Stock Delivery Pending,,17,15+,Missing,Missing,17,15+
2006,PO372600PXIN-0000505,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
2007,PO372600PXIN-00001117,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
2008,PO373323PXIN-00007628,20. Pre Pickup Check,,16,15+,Missing,Missing,16,15+
2009,PO373350PXSV-0000024,09. Under Production,,On-Track,On-Track,Missing,Missing,-13,On-Track
2010,PO373382WWAF-0002121,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-3,On-Track
2011,PO373638BOLT-0000024,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2012,PO374007BOLT-00107821,22. Non FOB Pickup Pending,,2,01-03,Missing,Missing,2,01-03
2013,PO374007BOLT-00105547,22. Non FOB Pickup Pending,,2,01-03,Missing,Missing,2,01-03
2014,PO374133PRCH-0001341,23. INB Creation Pending,,8,04-08,Missing,Missing,8,04-08
2015,PO374153PXAB-0000392,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-1,On-Track
2016,PO374164PXCR-0000271,28. Telex Release Pending,,5,04-08,Missing,Missing,5,04-08
2017,PO374229PXPX-0006591,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
2018,PO374282WINB-0000581,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-9,On-Track
2019,PO374298GOER-0005921,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-14,On-Track
2020,PO374441PXSA-00006214,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
